id|kabupaten|provinsi|prov|pop|npop|positif|positif_sembuh|positif_md|pdp_md|odp_md|md|odp|pdp|pr_positif|pr_positif_sembuh|pr_positif_md|pr_pdp_md|pr_md|positif_rs|pdp_proses|pr_npop|p_sembuh|p_md|rs|p_rs|tgl|crawled_at
3312|WONOGIRI|JAWA TENGAH|Jateng|961600.0|29|29|15|4|0.0|0.0|4|0|10|3.02|1.56|0.42|0.0|0.42|10|10.0|3.02|51.72|13.79|10|34.48|2020-07-17 12:46:00.000000|2020-07-17 13:36:51.546273
6205|BARITO UTARA|KALIMANTAN TENGAH|Kalteng|131347.0|29|29|10|2|0.0|0.0|2|0|0|22.08|7.61|1.52|0.0|1.52|17|0.0|22.08|34.48|6.9|17|58.62|2020-07-16 09:41:00.000000|2020-07-17 13:36:51.546273
3203|CIANJUR|JAWA BARAT|Jabar|2264332.0|66|29|10|1|20.0|17.0|38|0|0|1.28|0.44|0.04|0.88|1.68|18|56.0|2.91|15.15|57.58|18|27.27|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
1213|LANGKAT|SUMATERA UTARA|Sumut|1048100.0|29|29|4|3|0.0|0.0|3|0|4|2.77|0.38|0.29|0.0|0.29|22|0.0|2.77|13.79|10.34|22|75.86|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1473|KOTA DUMAI|RIAU|Riau|314165.0|41|28|27|0|13.0|0.0|13|3327|173|8.91|8.59|0.0|4.14|4.14|1|2.0|13.05|65.85|31.71|1|2.44|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
6212|BARITO TIMUR|KALIMANTAN TENGAH|Kalteng|130190.0|28|28|13|1|0.0|0.0|1|0|0|21.51|9.99|0.77|0.0|0.77|14|0.0|21.51|46.43|3.57|14|50.0|2020-07-16 09:41:00.000000|2020-07-17 13:36:51.546273
3205|GARUT|JAWA BARAT|Jabar|2636637.0|28|28|0|0|0.0|0.0|0|2757|84|1.06|0.0|0.0|0.0|0.0|28|0.0|1.06|0.0|0.0|28|100.0|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
7373|KOTA PALOPO|SULAWESI SELATAN|Sulsel|188322.0|27|27|3|1|0.0|0.0|1|167|14|14.34|1.59|0.53|0.0|0.53|23|0.0|14.34|11.11|3.7|23|85.19|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
8107|SERAM BAGIAN TIMUR|MALUKU|Maluku|116214.0|27|27|0|0|0.0|0.0|0|1|3|23.23|0.0|0.0|0.0|0.0|27|0.0|23.23|0.0|0.0|27|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
6105|SANGGAU|KALIMANTAN BARAT|Kalbar|476175.0|27|27|0|0|0.0|0.0|0|0|15|5.67|0.0|0.0|0.0|0.0|27|0.0|5.67|0.0|0.0|27|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
3209|CIREBON|JAWA BARAT|Jabar|2209635.0|38|26|10|2|8.0|4.0|14|0|0|1.18|0.45|0.09|0.36|0.63|14|28.0|1.72|26.32|36.84|14|36.84|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
6409|PENAJAM PASER UTARA|KALIMANTAN TIMUR|Kaltim|162516.0|25|25|23|0|0.0|0.0|0|289|35|15.38|14.15|0.0|0.0|0.0|2|0.0|15.38|92.0|0.0|2|8.0|2020-07-16 19:00:00.000000|2020-07-17 13:36:51.546273
3278|KOTA TASIKMALAYA|JAWA BARAT|Jabar|663984.0|32|25|22|2|5.0|2.0|9|0|0|3.77|3.31|0.3|0.75|1.36|1|1.0|4.82|68.75|28.12|1|3.12|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
1311|DHARMASRAYA|SUMATERA BARAT|Sumbar|253483.0|25|25|20|0|0.0|0.0|0|490|39|9.86|7.89|0.0|0.0|0.0|5|1.0|9.86|80.0|0.0|5|20.0|2020-07-16 16:12:00.000000|2020-07-17 13:36:51.546273
9404|NABIRE|PAPUA|Papua|152820.0|25|25|18|0|0.0|0.0|0|16|0|16.36|11.78|0.0|0.0|0.0|7|0.0|16.36|72.0|0.0|7|28.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
7174|KOTA KOTAMOBAGU|SULAWESI UTARA|Sulut|130678.0|25|25|16|1|0.0|0.0|1|1|0|19.13|12.24|0.77|0.0|0.77|8|0.0|19.13|64.0|4.0|8|32.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
7316|ENREKANG|SULAWESI SELATAN|Sulsel|207800.0|30|25|15|2|5.0|0.0|7|270|20|12.03|7.22|0.96|2.41|3.37|8|0.0|14.44|50.0|23.33|8|26.67|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
9105|MANOKWARI|PAPUA BARAT|PapuaBarat|179382.0|26|25|11|0|1.0|0.0|1|255|14|13.94|6.13|0.0|0.56|0.56|14|5.0|14.49|42.31|3.85|14|53.85|2020-07-12 21:00:00.000000|2020-07-17 13:36:51.546273
7105|MINAHASA SELATAN|SULAWESI UTARA|Sulut|212087.0|25|25|9|7|0.0|0.0|7|38|13|11.79|4.24|3.3|0.0|3.3|9|0.0|11.79|36.0|28.0|9|36.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
3401|KULON PROGO|DAERAH ISTIMEWA YOGYAKARTA|DIY|434485.0|26|24|16|0|2.0|0.0|2|1881|92|5.52|3.68|0.0|0.46|0.46|8|6.0|5.98|61.54|7.69|8|30.77|2020-07-16 17:00:00.000000|2020-07-17 13:36:51.546273
7311|BONE|SULAWESI SELATAN|Sulsel|762075.0|24|24|6|4|0.0|0.0|4|312|21|3.15|0.79|0.52|0.0|0.52|14|0.0|3.15|25.0|16.67|14|58.33|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
8201|HALMAHERA BARAT|MALUKU UTARA|MalukuUtara|116078.0|24|24|0|0|0.0|0.0|0|0|5|20.68|0.0|0.0|0.0|0.0|24|0.0|20.68|0.0|0.0|24|100.0|2020-07-13 19:45:00.000000|2020-07-17 13:36:51.546273
1613|MUSI RAWAS UTARA|SUMATERA SELATAN|Sumsel|192199.0|27|23|22|1|4.0|0.0|5|58|9|11.97|11.45|0.52|2.08|2.6|0|2.0|14.05|81.48|18.52|0|0.0|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
7402|MUNA|SULAWESI TENGGARA|Sultra|227289.0|23|23|20|0|0.0|0.0|0|0|0|10.12|8.8|0.0|0.0|0.0|3|0.0|10.12|86.96|0.0|3|13.04|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
3602|LEBAK|BANTEN|Banten|1308405.0|37|23|17|1|14.0|0.0|15|604|58|1.76|1.3|0.08|1.07|1.15|5|5.0|2.83|45.95|40.54|5|13.51|2020-07-16 17:00:00.000000|2020-07-17 13:36:51.546273
7301|KEPULAUAN SELAYAR|SULAWESI SELATAN|Sulsel|136870.0|23|23|9|3|0.0|0.0|3|77|7|16.8|6.58|2.19|0.0|2.19|11|0.0|16.8|39.13|13.04|11|47.83|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
3318|PATI|JAWA TENGAH|Jateng|1265684.0|49|23|0|0|26.0|0.0|26|1041|7|1.82|0.0|0.0|2.05|2.05|23|4.0|3.87|0.0|53.06|23|46.94|2020-07-17 07:00:00.000000|2020-07-17 13:36:51.546273
1903|BANGKA BARAT|KEPULAUAN BANGKA BELITUNG|Babel|217332.0|22|22|22|0|0.0|0.0|0|60|6|10.12|10.12|0.0|0.0|0.0|0|0.0|10.12|100.0|0.0|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1306|PADANG PARIAMAN|SUMATERA BARAT|Sumbar|417782.0|22|22|21|1|0.0|0.0|1|124|89|5.27|5.03|0.24|0.0|0.24|0|4.0|5.27|95.45|4.55|0|0.0|2020-07-16 15:57:00.000000|2020-07-17 13:36:51.546273
3577|KOTA MADIUN|JAWA TIMUR|Jatim|177400.0|24|22|8|0|0.0|2.0|2|83|31|12.4|4.51|0.0|0.0|1.13|14|0.0|13.53|33.33|8.33|14|58.33|2020-07-16 19:01:00.000000|2020-07-17 13:36:51.546273
8104|BURU|MALUKU|Maluku|147797.0|22|22|0|0|0.0|0.0|0|0|0|14.89|0.0|0.0|0.0|0.0|22|0.0|14.89|0.0|0.0|22|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1376|KOTA PAYAKUMBUH|SUMATERA BARAT|Sumbar|137486.0|21|21|20|0|0.0|0.0|0|223|34|15.27|14.55|0.0|0.0|0.0|1|0.0|15.27|95.24|0.0|1|4.76|2020-07-16 15:52:00.000000|2020-07-17 13:36:51.546273
1307|AGAM|SUMATERA BARAT|Sumbar|494615.0|21|21|19|0|0.0|0.0|0|785|85|4.25|3.84|0.0|0.0|0.0|2|1.0|4.25|90.48|0.0|2|9.52|2020-07-16 15:59:00.000000|2020-07-17 13:36:51.546273
3218|PANGANDARAN|JAWA BARAT|Jabar|401493.0|28|21|17|0|7.0|0.0|7|0|0|5.23|4.23|0.0|1.74|1.74|4|2.0|6.97|60.71|25.0|4|14.29|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
7404|KOLAKA|SULAWESI TENGGARA|Sultra|266069.0|21|21|11|1|0.0|0.0|1|10|0|7.89|4.13|0.38|0.0|0.38|9|0.0|7.89|52.38|4.76|9|42.86|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
1502|MERANGIN|JAMBI|Jambi|394173.0|21|21|5|0|0.0|0.0|0|72|28|5.33|1.27|0.0|0.0|0.0|16|0.0|5.33|23.81|0.0|16|76.19|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
1408|BENGKALIS|RIAU|Riau|579429.0|38|20|18|1|18.0|0.0|19|7693|176|3.45|3.11|0.17|3.11|3.28|1|2.0|6.56|47.37|50.0|1|2.63|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
1803|LAMPUNG SELATAN|LAMPUNG|Lampung|1019792.0|24|20|15|1|3.0|1.0|5|461|0|1.96|1.47|0.1|0.29|0.49|4|0.0|2.35|62.5|20.83|4|16.67|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1572|KOTA SUNGAI PENUH|JAMBI|Jambi|91739.0|20|20|1|0|0.0|0.0|0|76|11|21.8|1.09|0.0|0.0|0.0|19|0.0|21.8|5.0|0.0|19|95.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
8203|KEPULAUAN SULA|MALUKU UTARA|MalukuUtara|104973.0|20|20|0|0|0.0|0.0|0|10|4|19.05|0.0|0.0|0.0|0.0|20|0.0|19.05|0.0|0.0|20|100.0|2020-07-13 19:45:00.000000|2020-07-17 13:36:51.546273
8102|MALUKU TENGGARA|MALUKU|Maluku|100175.0|20|20|0|0|0.0|0.0|0|0|0|19.97|0.0|0.0|0.0|0.0|20|0.0|19.97|0.0|0.0|20|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
9108|RAJA AMPAT|PAPUA BARAT|PapuaBarat|49081.0|20|19|19|0|1.0|0.0|1|205|9|38.71|38.71|0.0|2.04|2.04|0|0.0|40.75|95.0|5.0|0|0.0|2020-07-12 21:00:00.000000|2020-07-17 13:36:51.546273
1302|PESISIR SELATAN|SUMATERA BARAT|Sumbar|467063.0|18|18|17|1|0.0|0.0|1|366|108|3.85|3.64|0.21|0.0|0.21|0|1.0|3.85|94.44|5.56|0|0.0|2020-07-16 16:06:00.000000|2020-07-17 13:36:51.546273
1375|KOTA BUKITTINGGI|SUMATERA BARAT|Sumbar|132723.0|18|18|17|1|0.0|0.0|1|229|33|13.56|12.81|0.75|0.0|0.75|0|0.0|13.56|94.44|5.56|0|0.0|2020-07-16 15:50:00.000000|2020-07-17 13:36:51.546273
6207|LAMANDAU|KALIMANTAN TENGAH|Kalteng|84922.0|18|18|17|1|0.0|0.0|1|0|0|21.2|20.02|1.18|0.0|1.18|0|0.0|21.2|94.44|5.56|0|0.0|2020-07-16 09:41:00.000000|2020-07-17 13:36:51.546273
1604|LAHAT|SUMATERA SELATAN|Sumsel|413205.0|24|18|16|0|6.0|0.0|6|111|13|4.36|3.87|0.0|1.45|1.45|2|0.0|5.81|66.67|25.0|2|8.33|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
9401|MERAUKE|PAPUA|Papua|228679.0|18|18|16|0|0.0|0.0|0|20|0|7.87|7.0|0.0|0.0|0.0|2|0.0|7.87|88.89|0.0|2|11.11|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
3207|CIAMIS|JAWA BARAT|Jabar|1201684.0|20|18|15|1|1.0|1.0|3|0|0|1.5|1.25|0.08|0.08|0.25|2|4.0|1.66|75.0|15.0|2|10.0|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
7206|TOLI-TOLI|SULAWESI TENGAH|Sulteng|238067.0|18|18|13|0|0.0|0.0|0|84|3|7.56|5.46|0.0|0.0|0.0|5|0.0|7.56|72.22|0.0|5|27.78|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
3572|KOTA BLITAR|JAWA TIMUR|Jatim|142798.0|23|18|8|2|3.0|2.0|7|219|11|12.61|5.6|1.4|2.1|4.9|8|2.0|16.11|34.78|30.43|8|34.78|2020-07-16 19:03:00.000000|2020-07-17 13:36:51.546273
7202|BANGGAI|SULAWESI TENGAH|Sulteng|382276.0|18|18|7|0|0.0|0.0|0|4|3|4.71|1.83|0.0|0.0|0.0|11|0.0|4.71|38.89|0.0|11|61.11|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
9413|BOVEN DIGOEL|PAPUA|Papua|72123.0|17|17|17|0|0.0|0.0|0|28|0|23.57|23.57|0.0|0.0|0.0|0|0.0|23.57|100.0|0.0|0|0.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
6474|KOTA BONTANG|KALIMANTAN TIMUR|Kaltim|181182.0|17|17|15|1|0.0|0.0|1|130|17|9.38|8.28|0.55|0.0|0.55|1|5.0|9.38|88.24|5.88|1|5.88|2020-07-16 19:00:00.000000|2020-07-17 13:36:51.546273
1902|BELITUNG|KEPULAUAN BANGKA BELITUNG|Babel|193492.0|17|17|15|0|0.0|0.0|0|237|47|8.79|7.75|0.0|0.0|0.0|2|18.0|8.79|88.24|0.0|2|11.76|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
3375|KOTA PEKALONGAN|JAWA TENGAH|Jateng|309617.0|18|17|12|1|1.0|0.0|2|223|6|5.49|3.88|0.32|0.32|0.65|4|0.0|5.81|66.67|11.11|4|22.22|2020-07-16 15:11:00.000000|2020-07-17 13:36:51.546273
1904|BANGKA TENGAH|KEPULAUAN BANGKA BELITUNG|Babel|200015.0|16|16|14|0|0.0|0.0|0|129|16|8.0|7.0|0.0|0.0|0.0|2|4.0|8.0|87.5|0.0|2|12.5|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1609|OGAN KOMERING ULU TIMUR|SUMATERA SELATAN|Sumsel|683335.0|19|16|12|2|3.0|0.0|5|392|21|2.34|1.76|0.29|0.44|0.73|2|1.0|2.78|63.16|26.32|2|10.53|2020-07-16 21:00:00.000000|2020-07-17 13:36:51.546273
3211|SUMEDANG|JAWA BARAT|Jabar|1154426.0|17|16|12|0|1.0|0.0|1|0|0|1.39|1.04|0.0|0.09|0.09|4|18.0|1.47|70.59|5.88|4|23.53|2020-07-17 08:34:00.000000|2020-07-17 13:36:51.546273
7403|KONAWE|SULAWESI TENGGARA|Sultra|260411.0|16|16|12|0|0.0|0.0|0|1|1|6.14|4.61|0.0|0.0|0.0|4|0.0|6.14|75.0|0.0|4|25.0|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
3601|PANDEGLANG|BANTEN|Banten|1214006.0|38|16|9|1|11.0|11.0|23|977|36|1.32|0.74|0.08|0.91|1.89|6|0.0|3.13|23.68|60.53|6|15.79|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
7204|POSO|SULAWESI TENGAH|Sulteng|261618.0|15|15|14|0|0.0|0.0|0|13|3|5.73|5.35|0.0|0.0|0.0|1|0.0|5.73|93.33|0.0|1|6.67|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
1406|KAMPAR|RIAU|Riau|890215.0|47|15|13|1|32.0|0.0|33|6758|279|1.68|1.46|0.11|3.59|3.71|1|8.0|5.28|27.66|70.21|1|2.13|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
7212|MOROWALI UTARA|SULAWESI TENGAH|Sulteng|131020.0|15|15|13|1|0.0|0.0|1|0|3|11.45|9.92|0.76|0.0|0.76|1|0.0|11.45|86.67|6.67|1|6.67|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
5207|SUMBAWA BARAT|NUSA TENGGARA BARAT|NTB|152437.0|15|15|12|1|0.0|0.0|1|148|10|9.84|7.87|0.66|0.0|0.66|2|0.0|9.84|80.0|6.67|2|13.33|2020-07-16 22:50:00.000000|2020-07-17 13:36:51.546273
1308|LIMA PULUH KOTA|SUMATERA BARAT|Sumbar|385988.0|15|15|12|0|0.0|0.0|0|337|90|3.89|3.11|0.0|0.0|0.0|3|4.0|3.89|80.0|0.0|3|20.0|2020-07-16 16:00:00.000000|2020-07-17 13:36:51.546273
7503|POHUWATO|GORONTALO|Gorontalo|164963.0|15|15|11|0|0.0|0.0|0|804|10|9.09|6.67|0.0|0.0|0.0|4|1.0|9.09|73.33|0.0|4|26.67|2020-07-16 19:00:00.000000|2020-07-17 13:36:51.546273
9408|KEPULAUAN YAPEN|PAPUA|Papua|103314.0|15|15|11|0|0.0|0.0|0|178|0|14.52|10.65|0.0|0.0|0.0|4|0.0|14.52|73.33|0.0|4|26.67|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1806|LAMPUNG UTARA|LAMPUNG|Lampung|618819.0|22|15|9|1|5.0|2.0|8|135|0|2.42|1.45|0.16|0.81|1.29|5|0.0|3.56|40.91|36.36|5|22.73|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
6101|SAMBAS|KALIMANTAN BARAT|Kalbar|538406.0|15|15|0|0|0.0|0.0|0|0|49|2.79|0.0|0.0|0.0|0.0|15|0.0|2.79|0.0|0.0|15|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
8172|KOTA TUAL|MALUKU|Maluku|77622.0|15|15|0|0|0.0|0.0|0|0|0|19.32|0.0|0.0|0.0|0.0|15|0.0|19.32|0.0|0.0|15|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
7411|KOLAKA TIMUR|SULAWESI TENGGARA|Sultra|135569.0|14|14|14|0|0.0|0.0|0|0|0|10.33|10.33|0.0|0.0|0.0|0|0.0|10.33|100.0|0.0|0|0.0|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
7203|MOROWALI|SULAWESI TENGAH|Sulteng|123378.0|14|14|12|2|0.0|0.0|2|0|2|11.35|9.73|1.62|0.0|1.62|0|0.0|11.35|85.71|14.29|0|0.0|2020-07-16 06:07:00.000000|2020-07-17 13:36:51.546273
1305|TANAH DATAR|SUMATERA BARAT|Sumbar|348893.0|14|14|10|1|0.0|0.0|1|457|76|4.01|2.87|0.29|0.0|0.29|3|2.0|4.01|71.43|7.14|3|21.43|2020-07-16 16:04:00.000000|2020-07-17 13:36:51.546273
7313|WAJO|SULAWESI SELATAN|Sulsel|398783.0|14|14|8|3|0.0|0.0|3|65|25|3.51|2.01|0.75|0.0|0.75|3|0.0|3.51|57.14|21.43|3|21.43|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
7322|LUWU UTARA|SULAWESI SELATAN|Sulsel|315202.0|14|14|1|0|0.0|0.0|0|272|38|4.44|0.32|0.0|0.0|0.0|13|0.0|4.44|7.14|0.0|13|92.86|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
1274|KOTA TEBING TINGGI|SUMATERA UTARA|Sumut|166099.0|13|13|4|0|0.0|0.0|0|0|1|7.83|2.41|0.0|0.0|0.0|9|0.0|7.83|30.77|0.0|9|69.23|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1410|KEPULAUAN MERANTI|RIAU|Riau|186630.0|13|12|12|0|1.0|0.0|1|9620|32|6.43|6.43|0.0|0.54|0.54|0|2.0|6.97|92.31|7.69|0|0.0|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
7407|WAKATOBI|SULAWESI TENGGARA|Sultra|96111.0|12|12|11|0|0.0|0.0|0|0|0|12.49|11.45|0.0|0.0|0.0|1|0.0|12.49|91.67|0.0|1|8.33|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
1303|SOLOK|SUMATERA BARAT|Sumbar|375722.0|12|12|6|3|0.0|0.0|3|326|109|3.19|1.6|0.8|0.0|0.8|3|3.0|3.19|50.0|25.0|3|25.0|2020-07-16 16:02:00.000000|2020-07-17 13:36:51.546273
1505|MUARO JAMBI|JAMBI|Jambi|454524.0|12|12|0|0|0.0|0.0|0|400|28|2.64|0.0|0.0|0.0|0.0|12|0.0|2.64|0.0|0.0|12|100.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
6172|KOTA SINGKAWANG|KALIMANTAN BARAT|Kalbar|226475.0|12|12|0|0|0.0|0.0|0|0|27|5.3|0.0|0.0|0.0|0.0|12|0.0|5.3|0.0|0.0|12|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1401|KUANTAN SINGINGI|RIAU|Riau|330079.0|21|11|10|0|10.0|0.0|10|8058|63|3.33|3.03|0.0|3.03|3.03|1|2.0|6.36|47.62|47.62|1|4.76|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
1304|SIJUNJUNG|SUMATERA BARAT|Sumbar|240917.0|11|11|10|0|0.0|0.0|0|261|38|4.57|4.15|0.0|0.0|0.0|1|1.0|4.57|90.91|0.0|1|9.09|2020-07-16 16:05:00.000000|2020-07-17 13:36:51.546273
7501|BOALEMO|GORONTALO|Gorontalo|171376.0|11|11|9|1|0.0|0.0|1|148|32|6.42|5.25|0.58|0.0|0.58|1|3.0|6.42|81.82|9.09|1|9.09|2020-07-16 19:00:00.000000|2020-07-17 13:36:51.546273
5272|KOTA BIMA|NUSA TENGGARA BARAT|NTB|176432.0|11|11|8|0|0.0|0.0|0|160|13|6.23|4.53|0.0|0.0|0.0|3|3.0|6.23|72.73|0.0|3|27.27|2020-07-16 22:50:00.000000|2020-07-17 13:36:51.546273
7317|LUWU|SULAWESI SELATAN|Sulsel|364683.0|11|11|4|0|0.0|0.0|0|228|2|3.02|1.1|0.0|0.0|0.0|7|0.0|3.02|36.36|0.0|7|63.64|2020-07-17 12:53:00.000000|2020-07-17 13:36:51.546273
1504|BATANG HARI|JAMBI|Jambi|275503.0|11|11|0|0|0.0|0.0|0|342|8|3.99|0.0|0.0|0.0|0.0|11|0.0|3.99|0.0|0.0|11|100.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
7405|KONAWE SELATAN|SULAWESI TENGGARA|Sultra|319293.0|10|10|9|0|0.0|0.0|0|1|0|3.13|2.82|0.0|0.0|0.0|1|0.0|3.13|90.0|0.0|1|10.0|2020-07-15 17:00:00.000000|2020-07-17 13:36:51.546273
7109|MINAHASA TENGGARA|SULAWESI UTARA|Sulut|107180.0|10|10|7|2|0.0|0.0|2|0|7|9.33|6.53|1.87|0.0|1.87|1|0.0|9.33|70.0|20.0|1|10.0|2020-07-16 21:12:00.000000|2020-07-17 13:36:51.546273
1114|ACEH TAMIANG|ACEH|Aceh|298586.0|10|10|6|0|0.0|0.0|0|98|7|3.35|2.01|0.0|0.0|0.0|4|0.0|3.35|60.0|0.0|4|40.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
7601|MAJENE|SULAWESI BARAT|Sulbar|176394.0|11|10|5|0|1.0|0.0|1|202|14|5.67|2.83|0.0|0.57|0.57|5|0.0|6.24|45.45|9.09|5|45.45|2020-07-15 18:03:00.000000|2020-07-17 13:36:51.546273
1507|TANJUNG JABUNG BARAT|JAMBI|Jambi|339285.0|10|10|0|0|0.0|0.0|0|27|13|2.95|0.0|0.0|0.0|0.0|10|0.0|2.95|0.0|0.0|10|100.0|2020-07-17 12:48:00.000000|2020-07-17 13:36:51.546273
6104|MEMPAWAH|KALIMANTAN BARAT|Kalbar|267121.0|10|10|0|0|0.0|0.0|0|0|33|3.74|0.0|0.0|0.0|0.0|10|0.0|3.74|0.0|0.0|10|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1271|KOTA SIBOLGA|SUMATERA UTARA|Sumut|87790.0|10|10|0|0|0.0|0.0|0|0|0|11.39|0.0|0.0|0.0|0.0|10|0.0|11.39|0.0|0.0|10|100.0|2020-07-16 00:00:00.000000|2020-07-17 13:36:51.546273
1404|PELALAWAN|RIAU|Riau|507073.0|21|9|9|0|12.0|0.0|12|3683|115|1.77|1.77|0.0|2.37|2.37|0|1.0|4.14|42.86|57.14|0|0.0|2020-07-17 07:43:00.000000|2020-07-17 13:36:51.546273
1703|BENGKULU UTARA|BENGKULU|Bengkulu|315495.0|9|9|9|0|0.0|0.0|0|118|7|2.85|2.85|0.0|0.0|0.0|0|7.0|2.85|100.0|0.0|0|0.0|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
1905|BANGKA SELATAN|KEPULAUAN BANGKA BELITUNG|Babel|213967.0|9|9|8|1|0.0|0.0|1|169|8|4.21|3.74|0.47|0.0|0.47|0|0.0|4.21|88.89|11.11|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1111|ACEH UTARA|ACEH|Aceh|627261.0|10|9|8|0|1.0|0.0|1|144|4|1.43|1.28|0.0|0.16|0.16|1|0.0|1.59|80.0|10.0|1|10.0|2020-07-16 15:00:00.000000|2020-07-17 13:36:51.546273
1310|SOLOK SELATAN|SUMATERA BARAT|Sumbar|173785.0|9|9|8|0|0.0|0.0|0|165|41|5.18|4.6|0.0|0.0|0.0|1|1.0|5.18|88.89|0.0|1|11.11|2020-07-16 16:13:00.000000|2020-07-17 13:36:51.546273
3206|TASIKMALAYA|JAWA BARAT|Jabar|1755714.0|9|9|5|0|0.0|0.0|0|1569|100|0.51|0.28|0.0|0.0|0.0|4|0.0|0.51|55.56|0.0|4|44.44|2020-07-17 12:49:00.000000|2020-07-17 13:36:51.546273
6109|SEKADAU|KALIMANTAN BARAT|Kalbar|203516.0|9|9|0|0|0.0|0.0|0|0|6|4.42|0.0|0.0|0.0|0.0|9|0.0|4.42|0.0|0.0|9|100.0|2020-07-17 23:59:00.000000|2020-07-17 13:36:51.546273
1809|PESAWARAN|LAMPUNG|Lampung|448410.0|14|8|8|0|4.0|2.0|6|82|0|1.78|1.78|0.0|0.89|1.34|0|0.0|3.12|57.14|42.86|0|0.0|2020-07-17 12:47:00.000000|2020-07-17 13:36:51.546273
1301|KEPULAUAN MENTAWAI|SUMATERA BARAT|Sumbar|93576.0|8|8|8|0|0.0|0.0|0|29|8|8.55|8.55|0.0|0.0|0.0|0|0.0|8.55|100.0|0.0|0|0.0|2020-07-16 16:07:00.000000|2020-07-17 13:36:51.546273
1701|BENGKULU SELATAN|BENGKULU|Bengkulu|159682.0|8|8|8|0|0.0|0.0|0|29|4|5.01|5.01|0.0|0.0|0.0|0|4.0|5.01|100.0|0.0|0|0.0|2020-06-09 00:00:00.000000|2020-07-17 13:36:51.546273
2102|BINTAN|KEPULAUAN RIAU|Kepri|160922.0|14|8|7|1|6.0|0.0|7|152|42|4.97|4.35|0.62|3.73|4.35|0|0.0|8.7|50.0|50.0|0|0.0|2020-07-16 15:36:00.000000|2020-07-17 13:36:51.546273
